Title,Link,Date,Author,Content,Cleaned_Content,Predicted_Category
The Best Vintage Looks From the 2025 Awards Season,https://www.vogue.com/slideshow/best-vintage-outfits-2025-awards-season,"February 18, 2025",By Christian Allaire,"When you think of awards season, you likely envision A-list stars hitting the red carpet in custom gowns and fresh-off-the-runway looks. But lately, vintage outfits have been all the rage in Hollywood. This awards season, we have seen a handful of stars embrace archival designs, proving that when well-styled, vintage silhouettes will always feel modern on the step and repeat. At the 2025 Golden Globes, Kylie Jenner sat alongside boyfriend Timothée Chalamet in a slinky Versace chainmail dress from the spring 1999 collection, famously worn by ElizabethHurley. (Jenner is no stranger to wearing vintage designer dresses: See some of her best throwback moments here.) Wicked star Ariana Grande also slipped into an archival design: a Givenchy couture gown from 1966. Its delicate beadwork and buttery yellow colorway felt retro, but not dated. Grande has, in fact, been sporting vintage silhouettes throughout awards season. At the Palm Springs Film Festival, Grande sported both an archival Chanel dress, as well as a vintage Christian Dior gown. More recently, at the Critics Choice Awards, Anora lead Mikey Madison chose a vintage black and white Armani gown from the label's fall 1992 collection. At the 2025 Grammys, Chappell Roan slipped into a charming Jean Paul Gaultier Couture dress from spring 2003, while Olivia Rodrigo went sleek and sexy in her black cutout Versace gown, from spring 2000. (Rodrigo is a big fan of archival designs.) As awards season continues on, you can be sure to see plenty more A-listers revive throwback designs. Of course, their decision to don vintage extends beyond just a fashion statement. By dipping into the archives, celebrities and their stylists have proved they are on board with recycling and rewearing, a form of fashion sustainability that's becoming increasingly common on the red carpets. It’s a thoughtful move: During awards season—when there’s so much pressure for celebrities to wear a plethora of extravagant looks—these vintage moments are a sartorial call for more consciousness on the red carpet (especially given that fashion and its supply chains have major impacts on the environment). To that we say, more vintage, please! Especially when it looks this good. Below, explore some of the best vintage looks from the 2025 awards season. In vintage Jean Paul Gaultier Couture (spring 2003) at the Grammys. In vintage Versace (spring 2000) at the Grammys. In vintage Armani (fall 1992) at the Critics Choice Awards. In an archival Givenchy gown from 1966 at the Golden Globes. In archival Dior at the Golden Globes. More from Vogue See More Stories © 2025 Condé Nast. All rights reserved. Vogue may earn a portion of sales from products that are purchased through our site as part of our Affiliate Partnerships with retailers. The material on this site may not be reproduced, distributed, transmitted, cached or otherwise used, except with the prior written permission of Condé Nast. Ad Choices CN Fashion & Beauty",when you think of awards season you likely envision a list stars hitting the red carpet in custom gowns and fresh off the runway looks but lately vintage outfits have been all the rage in hollywood this awards season we have seen a handful of stars embrace archival designs proving that when well styled vintage silhouettes will always feel modern on the step and repeat at the 2025 golden globes kylie jenner sat alongside boyfriend timothée chalamet in a slinky versace chainmail dress from the spring 1999 collection famously worn by elizabethhurley jenner is no stranger to wearing vintage designer dresses see some of her best throwback moments here wicked star ariana grande also slipped into an archival design a givenchy couture gown from 1966 its delicate beadwork and buttery yellow colorway felt retro but not dated grande has in fact been sporting vintage silhouettes throughout awards season at the palm springs film festival grande sported both an archival chanel dress as well as a vintage christian dior gown more recently at the critics choice awards anora lead mikey madison chose a vintage black and white armani gown from the label s fall 1992 collection at the 2025 grammys chappell roan slipped into a charming jean paul gaultier couture dress from spring 2003 while olivia rodrigo went sleek and sexy in her black cutout versace gown from spring 2000 rodrigo is a big fan of archival designs as awards season continues on you can be sure to see plenty more a listers revive throwback designs of course their decision to don vintage extends beyond just a fashion statement by dipping into the archives celebrities and their stylists have proved they are on board with recycling and rewearing a form of fashion sustainability that s becoming increasingly common on the red carpets it s a thoughtful move during awards season when there s so much pressure for celebrities to wear a plethora of extravagant looks these vintage moments are a sartorial call for more consciousness on the red carpet especially given that fashion and its supply chains have major impacts on the environment to that we say more vintage please especially when it looks this good below explore some of the best vintage looks from the 2025 awards season in vintage jean paul gaultier couture spring 2003 at the grammys in vintage versace spring 2000 at the grammys in vintage armani fall 1992 at the critics choice awards in an archival givenchy gown from 1966 at the golden globes in archival dior at the golden globes more from vogue see more stories 2025 condé nast all rights reserved vogue may earn a portion of sales from products that are purchased through our site as part of our affiliate partnerships with retailers the material on this site may not be reproduced distributed transmitted cached or otherwise used except with the prior written permission of condé nast ad choices cn fashion beauty,Red Carpet
The White Lotus Season 3 Fashion Is All About Loud Luxury,https://www.vogue.com/article/the-white-lotus-season-3-fashion-is-all-about-loud-luxury,"February 17, 2025",By Fawnia Soo Hoo,"Set on the picturesque island of Koh Samui, the third season of The White Lotus delivers plenty of immersive vacation porn as well as enviably audacious designer wardrobes on a new slate of badly behaving guests. “We don’t do quiet luxury,” says returning costume designer Alex Bovaird, who received two out of her three Emmy nominations for the first two seasons of the Mike White series. As a fresh set of potential Blossom Circle members take in the stunning views from the private boat to the resort, Raleigh, North Carolina, matriarch Victoria Ratliff (Parker Posey), tightly clutching her Gucci 1947 bamboo top-handle bag, turns down her nose at fellow guests—and the entire Thailand experience. With a bright blue silk scarf by Swaine London primly tied over the shoulders of her preppy Banana Republic shirtdress, Victoria wishes she was in England—or anywhere in western Europe—with her three children and sketchy financier husband Timothy (Jason Isaacs). “My inspiration for [the Ratliffs] was as if they just stepped out of a Ralph Lauren catalog,” says Bovaird. But Victoria did pack a suitcase, presumably checked first-class, of “loud Lilly Pulitzer”–esque dresses and floaty cover-ups, perfect for sipping mint juleps by a members-only pool. Bovaird referenced how the society set in Oxford, Mississippi, dress and the lifestyle of “the caftan queen of Birmingham, Alabama,” Susan Dumas. “She and her country club friends love vintage caftans,” says Bovaird, who also designed a resort-ready White Lotus–inspired collaboration with H&M. The eldest Ratliff sibling, Saxon (Patrick Schwarzenegger), thirsty for his withholding father’s approval, immediately telegraphs douchebag bro in one of his many Southern Tide polo shirts, wraparound Roger Federer sunglasses, and Gucci loafers sans socks. “His shorts are Brooks Brothers, and they’re just not the cool length,” says Bovaird. Younger sister Piper (Sarah Catherine Hook), who’s seeking spirituality on the island, hints at the burgeoning disconnect from her family with her ’80s-referential Ralph Lauren white lace dress. “She is a little bit more of the pure voice who’s looking for something more meaningful than her very materialistic family,” says Bovaird, who referenced a teenage Brooke Shields for Piper’s demure embroidered and lace-trimmed dresses. “[She’s] a bit more earthy, really wholesome, and a little more covered up.” Off to the side, a trio of 40-something childhood best friends giggle and gossip at the start of their decadent, and potentially debauched, reunion trip. In their coordinating sundresses, bags, and blonde highlights, they could be a girl group: TV actor Jaclyn (Michelle Monaghan) in Alemais and Valentino; Austin socialite Kate (Leslie Bibb) in Paul Smith and Delvaux; and New York City lawyer Laurie (Carrie Coon) in Zimmermann and Loewe—check, check, and check. “They’re supposed to look interchangeable, but Laurie is the one who’s maybe trying to keep up with the girls,” says Bovaird. For the first-night dinner, Laurie dons a vintage Sue Wong watercolor-print jumpsuit, and later cries into her Giambattista Valli chain-link bag. Meanwhile, Kate, in red ruffle-tiered Lanvin, and Jaclyn, in a gold dragon-embroidered ’70s black vintage dress, trade fake, backhanded compliments. Jaclyn also employs her holiday as an opportunity for designer spon-con. “We imagined that she got a box of resort pieces that Valentino sent over. Maybe Kate grabbed a suit out of Jaclyn’s box,” says Bovaird. “Because that’s true to life—brands want to support actors.” For their first trip to the pool, Kate wraps a black-and-white panther-print sarong from the 2023 Escape collection around the waist of a Valentino hot pink maillot. Jaclyn, who’s regularly recognized by guests, appropriately called dibs on the showier, logo-mania pieces, like an oversized shirt cover-up and a flashy silver-sequined minidress. But odd couple Chelsea (Aimee Lou Wood) and older boyfriend Rick (Walton Goggins) don’t quite fit in with the designer label–stacked façade of their fellow guests. “You’re supposed to bump up against them and think, Who are these two grifters? Because they are a little bit less put-together,” says Bovaird. “They seem like a couple of rogues. You’re just supposed to wonder what their story is, and they’re supposed to have a crackling sexual chemistry.” A grizzled Rick broods and smolders in a steady rotation of slouchy, halfway unbuttoned Hawaiian shirts, giving off the aura of an American expat with a questionable livelihood but deep pockets. Free-spirited Mancunian Chelsea takes selfies in a cutout My Beachy Side minidress. “She has this louche, sexy, Brigitte Bardot [vibe],” says Bovaird. “She’s been traveling for several years. We imagined she got the crochet dress from a market, or she collected things from Goa. She’s supposed to have this very market-driven, eclectic wardrobe.” Chelsea effortlessly mixes vintage with market-bought sarongs and minidresses, but her colorful bikinis are mostly by Corsica-based Tara Matthews. Chelsea also pairs a parrot-print vintage-looking Loewe wrap skirt with a throwback Blondie T-shirt, and carries JW Anderson and Louis Vuitton bags. “She has lots of sunglasses that she ‘got down at the market,’ but are actually by Jacquemus,” says Bovaird. Jacquemus also custom-designed two full looks for model Chloe (Charlotte LeBon), who a lonely Chelsea meets at the resort bar. (Keep an eye on Chloe’s “LBH”—“losers back home”—boyfriend, Gary, played by Jon Gries, who can’t seem to resist the nearest White Lotus location.) “[Jacquemus] designed special pieces just for The White Lotus in Thailand and hand-delivered them to Koh Samui,” says Bovaird about Chloe’s black-and-white polka-dotted bodysuit and striped, sequined skirt outfit that Chelsea admires, and a pink one-piece and sheer sarong for a yacht party. The White Lotus Maui spa manager Belinda (Natasha Rothwell) threads all three seasons of the slow-burn series together, as she spends a month at the Koh Samui outpost for a work-share session. She enjoys hands-on massage sessions with her very fit Thai counterpart, Pornchai (Dom Hetrakul)—and a resort wardrobe filled with colorful, tropical-print dresses and caftans from brands like Anthropologie and Verandah. “Belinda is a little self-conscious that she’s there on her work trip,” says Bovaird, who also custom-made looks with vibrant Thai fabrics for the character. “When she’s out of her uniform, she wants to feel as good as the guests.” Speaking of, what was it like putting Lalisa Manoban, aka Lisa of Blackpink, in a uniform to play resort staffer Mook? “I think it was refreshing for her not to worry too much about the bits and baubles, and making sure everything was super-fashionable,” says Bovaird. With the help of a local Thai crew, and input from Manoban, Bovaird custom-designed Mook’s blouse-and-sarong uniform. But the staffer first greets the guests in a cute palm-tree-and-monkey-embroidered short-sleeve shirt-and-shorts set that’s by Tombolo. “This season, we definitely upped our game,” says Bovaird. “We definitely had the right shoe for the right swimsuits, cover-ups, hats, bags, and sunglasses. Whereas, in season one, we were like, ‘Here are your flip-flops.’” Jennifer Lawrence Adds Dad Shoes to Her Maternity Wardrobe Why Does Everyone Have a Belted Bag Now? Kim Kardashian’s Dress Is More Skin and Mesh Than Actual Dress What Is the Difference Between Bootcut and Flare Jeans? Sign up for Vogue Shopping to receive the insider’s guide to what to shop and how to wear it Listen to The Run-Through with Vogue, a weekly podcast featuring the most exciting stories and hot takes from the worlds of culture, politics, sports and–of course–fashion Never miss a Vogue moment and get unlimited digital access for just $2 $1 per month. The Vogue Runway app has expanded! Update to the latest version to see all Vogue content, as well as new features like our Runway Genius quiz, Group Chats, and posts from Vogue contributors. More from Vogue See More Stories © 2025 Condé Nast. All rights reserved. Vogue may earn a portion of sales from products that are purchased through our site as part of our Affiliate Partnerships with retailers. The material on this site may not be reproduced, distributed, transmitted, cached or otherwise used, except with the prior written permission of Condé Nast. Ad Choices CN Fashion & Beauty",set on the picturesque island of koh samui the third season of the white lotus delivers plenty of immersive vacation porn as well as enviably audacious designer wardrobes on a new slate of badly behaving guests we don t do quiet luxury says returning costume designer alex bovaird who received two out of her three emmy nominations for the first two seasons of the mike white series as a fresh set of potential blossom circle members take in the stunning views from the private boat to the resort raleigh north carolina matriarch victoria ratliff parker posey tightly clutching her gucci 1947 bamboo top handle bag turns down her nose at fellow guests and the entire thailand experience with a bright blue silk scarf by swaine london primly tied over the shoulders of her preppy banana republic shirtdress victoria wishes she was in england or anywhere in western europe with her three children and sketchy financier husband timothy jason isaacs my inspiration for the ratliffs was as if they just stepped out of a ralph lauren catalog says bovaird but victoria did pack a suitcase presumably checked first class of loud lilly pulitzer esque dresses and floaty cover ups perfect for sipping mint juleps by a members only pool bovaird referenced how the society set in oxford mississippi dress and the lifestyle of the caftan queen of birmingham alabama susan dumas she and her country club friends love vintage caftans says bovaird who also designed a resort ready white lotus inspired collaboration with h m the eldest ratliff sibling saxon patrick schwarzenegger thirsty for his withholding father s approval immediately telegraphs douchebag bro in one of his many southern tide polo shirts wraparound roger federer sunglasses and gucci loafers sans socks his shorts are brooks brothers and they re just not the cool length says bovaird younger sister piper sarah catherine hook who s seeking spirituality on the island hints at the burgeoning disconnect from her family with her 80s referential ralph lauren white lace dress she is a little bit more of the pure voice who s looking for something more meaningful than her very materialistic family says bovaird who referenced a teenage brooke shields for piper s demure embroidered and lace trimmed dresses she s a bit more earthy really wholesome and a little more covered up off to the side a trio of 40 something childhood best friends giggle and gossip at the start of their decadent and potentially debauched reunion trip in their coordinating sundresses bags and blonde highlights they could be a girl group tv actor jaclyn michelle monaghan in alemais and valentino austin socialite kate leslie bibb in paul smith and delvaux and new york city lawyer laurie carrie coon in zimmermann and loewe check check and check they re supposed to look interchangeable but laurie is the one who s maybe trying to keep up with the girls says bovaird for the first night dinner laurie dons a vintage sue wong watercolor print jumpsuit and later cries into her giambattista valli chain link bag meanwhile kate in red ruffle tiered lanvin and jaclyn in a gold dragon embroidered 70s black vintage dress trade fake backhanded compliments jaclyn also employs her holiday as an opportunity for designer spon con we imagined that she got a box of resort pieces that valentino sent over maybe kate grabbed a suit out of jaclyn s box says bovaird because that s true to life brands want to support actors for their first trip to the pool kate wraps a black and white panther print sarong from the 2023 escape collection around the waist of a valentino hot pink maillot jaclyn who s regularly recognized by guests appropriately called dibs on the showier logo mania pieces like an oversized shirt cover up and a flashy silver sequined minidress but odd couple chelsea aimee lou wood and older boyfriend rick walton goggins don t quite fit in with the designer label stacked façade of their fellow guests you re supposed to bump up against them and think who are these two grifters because they are a little bit less put together says bovaird they seem like a couple of rogues you re just supposed to wonder what their story is and they re supposed to have a crackling sexual chemistry a grizzled rick broods and smolders in a steady rotation of slouchy halfway unbuttoned hawaiian shirts giving off the aura of an american expat with a questionable livelihood but deep pockets free spirited mancunian chelsea takes selfies in a cutout my beachy side minidress she has this louche sexy brigitte bardot vibe says bovaird she s been traveling for several years we imagined she got the crochet dress from a market or she collected things from goa she s supposed to have this very market driven eclectic wardrobe chelsea effortlessly mixes vintage with market bought sarongs and minidresses but her colorful bikinis are mostly by corsica based tara matthews chelsea also pairs a parrot print vintage looking loewe wrap skirt with a throwback blondie t shirt and carries jw anderson and louis vuitton bags she has lots of sunglasses that she got down at the market but are actually by jacquemus says bovaird jacquemus also custom designed two full looks for model chloe charlotte lebon who a lonely chelsea meets at the resort bar keep an eye on chloe s lbh losers back home boyfriend gary played by jon gries who can t seem to resist the nearest white lotus location jacquemus designed special pieces just for the white lotus in thailand and hand delivered them to koh samui says bovaird about chloe s black and white polka dotted bodysuit and striped sequined skirt outfit that chelsea admires and a pink one piece and sheer sarong for a yacht party the white lotus maui spa manager belinda natasha rothwell threads all three seasons of the slow burn series together as she spends a month at the koh samui outpost for a work share session she enjoys hands on massage sessions with her very fit thai counterpart pornchai dom hetrakul and a resort wardrobe filled with colorful tropical print dresses and caftans from brands like anthropologie and verandah belinda is a little self conscious that she s there on her work trip says bovaird who also custom made looks with vibrant thai fabrics for the character when she s out of her uniform she wants to feel as good as the guests speaking of what was it like putting lalisa manoban aka lisa of blackpink in a uniform to play resort staffer mook i think it was refreshing for her not to worry too much about the bits and baubles and making sure everything was super fashionable says bovaird with the help of a local thai crew and input from manoban bovaird custom designed mook s blouse and sarong uniform but the staffer first greets the guests in a cute palm tree and monkey embroidered short sleeve shirt and shorts set that s by tombolo this season we definitely upped our game says bovaird we definitely had the right shoe for the right swimsuits cover ups hats bags and sunglasses whereas in season one we were like here are your flip flops jennifer lawrence adds dad shoes to her maternity wardrobe why does everyone have a belted bag now kim kardashian s dress is more skin and mesh than actual dress what is the difference between bootcut and flare jeans sign up for vogue shopping to receive the insider s guide to what to shop and how to wear it listen to the run through with vogue a weekly podcast featuring the most exciting stories and hot takes from the worlds of culture politics sports and of course fashion never miss a vogue moment and get unlimited digital access for just 2 1 per month the vogue runway app has expanded update to the latest version to see all vogue content as well as new features like our runway genius quiz group chats and posts from vogue contributors more from vogue see more stories 2025 condé nast all rights reserved vogue may earn a portion of sales from products that are purchased through our site as part of our affiliate partnerships with retailers the material on this site may not be reproduced distributed transmitted cached or otherwise used except with the prior written permission of condé nast ad choices cn fashion beauty,Streetwear
Ayo Edebiri Wore New York Fashion Week’s Rising Star for SNL 50,https://www.vogue.com/article/ayo-edebiri-snl-colleen-allen-new-york-fashion-week-rising-star,"February 18, 2025",By Hannah Jackson,"It’s no secret that Ayo Edebiri quickly ascended to one of Hollywood’s best dressers in almost no time. While the actor has courted brands from Loewe to Prada, she’s always down to push the envelope with more avant-garde labels—with a helping hand from her stylist, Danielle Goldberg. Now, she’s the first to wear a brand-new piece from one of New York Fashion Week’s fast-rising stars, Colleen Allen. Edebiri was among the dozens of stars who participated in SNL’s 50th anniversary special over the weekend. The actor, who hosted the show in February 20204 returned to the hallowed halls of 30 Rock, joining Robert DeNiro, Drew Barrymore, Jimmy Fallon, and Rachel Dratch in a reprisal of “Debbie Downer.” Ayo Edebiri Colleen Allen fall 2025, look 2. The sketch was a black-tie affair, and Edebiri tapped Allen for the occasion, choosing a piece from the designer’s fall 2025 collection: a floor-length black velvet dress featuring a plunging, smocked neckline, which Edebiri styled with a black Sophie Buhai choker with a silver pendant. The dress debuted at NYFW just last week in an appointment-only presentation that my colleague José Criales-Unzueta described as “New York’s hottest club.” While Ayo Edebiri may not have been among the fashion editors who oohed and ahhed over Allen’s sumptuous velvets and rich color palette in person, she reminded us at SNL that she’s always got her finger on the pulse. Jennifer Lawrence Adds Dad Shoes to Her Maternity Wardrobe Why Does Everyone Have a Belted Bag Now? Kim Kardashian’s Dress Is More Skin and Mesh Than Actual Dress What Is the Difference Between Bootcut and Flare Jeans? Sign up for Vogue Shopping to receive the insider’s guide to what to shop and how to wear it Listen to The Run-Through with Vogue, a weekly podcast featuring the most exciting stories and hot takes from the worlds of culture, politics, sports and–of course–fashion Never miss a Vogue moment and get unlimited digital access for just $2 $1 per month. The Vogue Runway app has expanded! Update to the latest version to see all Vogue content, as well as new features like our Runway Genius quiz, Group Chats, and posts from Vogue contributors. More from Vogue See More Stories © 2025 Condé Nast. All rights reserved. Vogue may earn a portion of sales from products that are purchased through our site as part of our Affiliate Partnerships with retailers. The material on this site may not be reproduced, distributed, transmitted, cached or otherwise used, except with the prior written permission of Condé Nast. Ad Choices CN Fashion & Beauty",it s no secret that ayo edebiri quickly ascended to one of hollywood s best dressers in almost no time while the actor has courted brands from loewe to prada she s always down to push the envelope with more avant garde labels with a helping hand from her stylist danielle goldberg now she s the first to wear a brand new piece from one of new york fashion week s fast rising stars colleen allen edebiri was among the dozens of stars who participated in snl s 50th anniversary special over the weekend the actor who hosted the show in february 20204 returned to the hallowed halls of 30 rock joining robert deniro drew barrymore jimmy fallon and rachel dratch in a reprisal of debbie downer ayo edebiri colleen allen fall 2025 look 2 the sketch was a black tie affair and edebiri tapped allen for the occasion choosing a piece from the designer s fall 2025 collection a floor length black velvet dress featuring a plunging smocked neckline which edebiri styled with a black sophie buhai choker with a silver pendant the dress debuted at nyfw just last week in an appointment only presentation that my colleague josé criales unzueta described as new york s hottest club while ayo edebiri may not have been among the fashion editors who oohed and ahhed over allen s sumptuous velvets and rich color palette in person she reminded us at snl that she s always got her finger on the pulse jennifer lawrence adds dad shoes to her maternity wardrobe why does everyone have a belted bag now kim kardashian s dress is more skin and mesh than actual dress what is the difference between bootcut and flare jeans sign up for vogue shopping to receive the insider s guide to what to shop and how to wear it listen to the run through with vogue a weekly podcast featuring the most exciting stories and hot takes from the worlds of culture politics sports and of course fashion never miss a vogue moment and get unlimited digital access for just 2 1 per month the vogue runway app has expanded update to the latest version to see all vogue content as well as new features like our runway genius quiz group chats and posts from vogue contributors more from vogue see more stories 2025 condé nast all rights reserved vogue may earn a portion of sales from products that are purchased through our site as part of our affiliate partnerships with retailers the material on this site may not be reproduced distributed transmitted cached or otherwise used except with the prior written permission of condé nast ad choices cn fashion beauty,Streetwear
The Biggest Stars on the Front Row of London Fashion Week,https://www.vogue.com/slideshow/celebrities-front-row-london-fashion-week,"February 21, 2025",By Daisy Jones,"Products are independently selected by our editors. We may earn an affiliate commission from links. Ah, London Fashion Week. It may not be as polished and starry as its New York counterpart, or as refined and sexy as its cousins across the channel, Paris and Milan…But what it lacks in glossiness, it more than makes up for in fun, grit, and playfulness. (Or so the common narrative goes, though the cliché exists for a reason). Amid all the fall winter 2025 madness, it can be easy to forget that LFW didn’t even exist before 1984, back when PR guru Lynne Franks had the galaxy-brained idea of putting together a schedule featuring the likes of Vivienne Westwood, Katharine Hamnett, and little-known Central Saint Martins graduate John Galliano. In the decades since, LFW has of course become a cultural behemoth, kickstarting and showcasing the careers of everyone from Simone Rocha to Martine Rose and Wales Bonner. But as we know, LFW isn’t just for fashion nerds, industry heads, and journos. Celebs love to be seen on the front row, and frankly we love to see them too. (Prior highlights include: Anna Wintour next to Queen Elizabeth II at Richard Quinn in 2018, Pamela Anderson next to a white statue at Vivienne Westwood in 2008 and all of the increasingly rare glimpses of Harry Styles). And with the likes of Harris Reed and CSM’s class of 2025 kicking us off on the Thursday, LFW has only just begun. To that end, scroll through the gallery below to see all the biggest stars in attendance at the fall winter 2025 edition of London Fashion Week. At Mithridate At Mithridate At Mithridate At Mithridate At Mithridate More from Vogue See More Stories © 2025 Condé Nast. All rights reserved. Vogue may earn a portion of sales from products that are purchased through our site as part of our Affiliate Partnerships with retailers. The material on this site may not be reproduced, distributed, transmitted, cached or otherwise used, except with the prior written permission of Condé Nast. Ad Choices CN Fashion & Beauty",products are independently selected by our editors we may earn an affiliate commission from links ah london fashion week it may not be as polished and starry as its new york counterpart or as refined and sexy as its cousins across the channel paris and milan but what it lacks in glossiness it more than makes up for in fun grit and playfulness or so the common narrative goes though the cliché exists for a reason amid all the fall winter 2025 madness it can be easy to forget that lfw didn t even exist before 1984 back when pr guru lynne franks had the galaxy brained idea of putting together a schedule featuring the likes of vivienne westwood katharine hamnett and little known central saint martins graduate john galliano in the decades since lfw has of course become a cultural behemoth kickstarting and showcasing the careers of everyone from simone rocha to martine rose and wales bonner but as we know lfw isn t just for fashion nerds industry heads and journos celebs love to be seen on the front row and frankly we love to see them too prior highlights include anna wintour next to queen elizabeth ii at richard quinn in 2018 pamela anderson next to a white statue at vivienne westwood in 2008 and all of the increasingly rare glimpses of harry styles and with the likes of harris reed and csm s class of 2025 kicking us off on the thursday lfw has only just begun to that end scroll through the gallery below to see all the biggest stars in attendance at the fall winter 2025 edition of london fashion week at mithridate at mithridate at mithridate at mithridate at mithridate more from vogue see more stories 2025 condé nast all rights reserved vogue may earn a portion of sales from products that are purchased through our site as part of our affiliate partnerships with retailers the material on this site may not be reproduced distributed transmitted cached or otherwise used except with the prior written permission of condé nast ad choices cn fashion beauty,Streetwear
